Instrument ID:HP3458A
12DE24 32 A0 12960
12DE26 09 95 2453
12DE28 BE CB -16693
12DE2A 00 62 98
12DE2C 00 00 0
12DE2E 00 00 0
12DE30 00 00 0
12DE32 00 00 0
12DE34 A0 05 -24571
12DE36 69 B0 27056
12DE38 1B F6 7158
12DE3A 84 14 -31724
12DE3C 00 00 0
12DE3E 00 40 64
12DE40 00 00 0
12DE42 00 00 0
12DE44 3A 45 14917
12DE46 0C BA 3258
12DE48 EB 86 -5242
12DE4A 11 21 4385
12DE4C 00 00 0
12DE4E 00 01 1
12DE50 00 00 0
12DE52 00 00 0
12DE54 05 80 1408
12DE56 A1 59 -24231
12DE58 67 D7 26583
12DE5A 00 B1 177
12DE5C 00 00 0
12DE5E 00 84 132
12DE60 00 00 0
12DE62 00 00 0
12DE64 00 04 4
12DE66 08 97 2199
12DE68 3D BD 15805
12DE6A 80 E3 -32541
12DE6C 00 00 0
12DE6E 00 00 0
12DE70 00 00 0
12DE72 00 00 0
12DE74 04 8C 1164
12DE76 01 B1 433
12DE78 2A 3A 10810
12DE7A 81 32 -32462
12DE7C 00 00 0
12DE7E 00 02 2
12DE80 00 00 0
12DE82 00 00 0
12DE84 E0 04 -8188
12DE86 08 0A 2058
12DE88 BA 46 -17850
12DE8A 83 E9 -31767
12DE8C 00 00 0
12DE8E 00 04 4
12DE90 00 00 0
12DE92 00 00 0
12DE94 11 03 4355
12DE96 53 F7 21495
12DE98 75 7E 30078
12DE9A 01 D2 466
12DE9C 00 00 0
12DE9E 80 00 -32768
12DEA0 00 00 0
12DEA2 00 00 0
12DEA4 32 11 12817
12DEA6 4D F1 19953
12DEA8 AA 71 -21903
12DEAA C1 61 -16031
12DEAC 00 00 0
12DEAE 00 00 0
12DEB0 00 00 0
12DEB2 00 00 0
12DEB4 22 05 8709
12DEB6 E0 1C -8164
12DEB8 ED 44 -4796
12DEBA 40 19 16409
12DEBC 00 00 0
12DEBE 00 00 0
12DEC0 00 00 0
12DEC2 00 00 0
12DEC4 6F 08 28424
12DEC6 22 8C 8844
12DEC8 F8 AF -1873
12DECA 02 11 529
12DECC 00 00 0
12DECE 00 00 0
12DED0 00 00 0
12DED2 00 00 0
12DED4 90 43 -28605
12DED6 88 2E -30674
12DED8 FB EF -1041
12DEDA 40 B4 16564
12DEDC 00 00 0
12DEDE 00 00 0
12DEE0 00 00 0
12DEE2 00 00 0
12DEE4 20 40 8256
12DEE6 8F AA -28758
12DEE8 1E F0 7920
12DEEA 00 22 34
12DEEC 00 00 0
12DEEE 00 00 0
12DEF0 00 00 0
12DEF2 00 00 0
12DEF4 02 B3 691
12DEF6 43 A9 17321
12DEF8 ED 77 -4745
12DEFA 04 75 1141
12DEFC 20 00 8192
12DEFE 00 02 2
12DF00 00 00 0
12DF02 00 00 0
12DF04 A8 8B -22389
12DF06 99 D0 -26160
12DF08 B3 55 -19627
12DF0A 60 04 24580
12DF0C 00 00 0
12DF0E 00 00 0
12DF10 00 00 0
12DF12 00 00 0
12DF14 11 09 4361
12DF16 41 08 16648
12DF18 EB 31 -5327
12DF1A 82 11 -32239
12DF1C 00 00 0
12DF1E 00 00 0
12DF20 00 00 0
12DF22 00 00 0
12DF24 00 90 144
12DF26 4C BE 19646
12DF28 CB 93 -13421
12DF2A 00 17 23
12DF2C 00 00 0
12DF2E 00 04 4
12DF30 00 00 0
12DF32 00 00 0
12DF34 23 6B 9067
12DF36 79 4D 31053
12DF38 F5 22 -2782
12DF3A 02 48 584
12DF3C 00 00 0
12DF3E 00 0C 12
12DF40 00 00 0
12DF42 00 00 0
12DF44 11 14 4372
12DF46 9A 88 -25976
12DF48 E7 4D -6323
12DF4A B9 01 -18175
12DF4C 00 00 0
12DF4E 00 04 4
12DF50 00 00 0
12DF52 00 05 5
12DF54 5F FC 24572
12DF56 00 00 0
12DF58 00 04 4
12DF5A 00 00 0
12DF5C 00 97 151
12DF5E 00 00 0
12DF60 00 00 0
12DF62 00 00 0
12DF64 00 00 0
12DF66 00 00 0
12DF68 00 00 0
12DF6A 00 05 5
12DF6C 2D C8 11720
12DF6E 00 00 0
12DF70 00 10 16
12DF72 00 05 5
12DF74 2D C8 11720
12DF76 54 45 21573
12DF78 38 BE 14526
12DF7A 00 12 18
12DF7C DF D0 -8240
12DF7E 00 12 18
12DF80 DF E2 -8222
12DF82 00 00 0
12DF84 15 1A 5402
12DF86 00 12 18
12DF88 DF CA -8246
12DF8A 00 00 0
12DF8C 00 02 2
12DF8E 00 00 0
12DF90 00 00 0
12DF92 00 04 4
12DF94 28 80 10368
12DF96 D3 92 -11374
12DF98 20 17 8215
12DF9A 03 79 889
12DF9C 00 00 0
12DF9E 00 00 0
12DFA0 00 00 0
12DFA2 00 00 0
12DFA4 80 2A -32726
12DFA6 85 D5 -31275
12DFA8 5C 04 23556
12DFAA 83 C4 -31804
12DFAC 00 00 0
12DFAE 00 00 0
12DFB0 00 00 0
12DFB2 00 00 0
12DFB4 82 00 -32256
12DFB6 18 53 6227
12DFB8 7E C0 32448
12DFBA 30 4C 12364
12DFBC 00 00 0
12DFBE 00 00 0
12DFC0 00 00 0
12DFC2 00 00 0
12DFC4 47 4C 18252
12DFC6 8E 0E -29170
12DFC8 96 93 -26989
12DFCA 19 60 6496
12DFCC 00 00 0
12DFCE 00 00 0
12DFD0 00 00 0
12DFD2 00 00 0
12DFD4 17 05 5893
12DFD6 00 96 150
12DFD8 53 AA 21418
12DFDA D4 4C -11188
12DFDC 00 00 0
12DFDE 00 00 0
12DFE0 00 08 8
12DFE2 00 12 18
12DFE4 39 AA 14762
12DFE6 00 05 5
12DFE8 A3 70 -23696
12DFEA 00 04 4
12DFEC 00 00 0
12DFEE 00 02 2
12DFF0 00 00 0
12DFF2 18 EE 6382
12DFF4 00 12 18
12DFF6 39 D4 14804
12DFF8 27 00 9984
12DFFA 00 00 0
12DFFC 00 02 2
12DFFE 00 00 0
12E000 00 00 0
12E002 6A D3 27347
12E004 D9 90 -9840
12E006 41 EE 16878
12E008 DF 31 -8399
12E00A 62 16 25110
12E00C DE 81 -8575
12E00E 00 00 0
12E010 00 00 0
12E012 15 1E 5406
12E014 AF 57 -20649
12E016 69 43 26947
12E018 5B D0 23504
12E01A 32 B8 12984
12E01C 9F BD -24643
12E01E 00 00 0
12E020 00 00 0
12E022 89 0F -30449
12E024 5E AF 24239
12E026 08 A6 2214
12E028 FD E3 -541
12E02A 40 D0 16592
12E02C F7 55 -2219
12E02E 00 00 0
12E030 00 00 0
12E032 45 7C 17788
12E034 6F 22 28450
12E036 17 68 5992
12E038 7F F3 32755
12E03A 24 01 9217
12E03C FE A3 -349
12E03E 00 00 0
12E040 00 00 0
12E042 D6 30 -10704
12E044 3B DC 15324
12E046 2B 61 11105
12E048 7D DD 32221
12E04A 10 50 4176
12E04C F5 7D -2691
12E04E 00 00 0
12E050 00 00 0
12E052 1D 13 7443
12E054 28 B4 10420
12E056 60 BF 24767
12E058 FF 77 -137
12E05A 95 01 -27391
12E05C D3 76 -11402
12E05E 00 00 0
12E060 00 00 0
12E062 51 DC 20956
12E064 50 C8 20680
12E066 F2 E4 -3356
12E068 9D DD -25123
12E06A 98 57 -26537
12E06C EF 7E -4226
12E06E 00 00 0
12E070 00 00 0
12E072 82 F1 -32015
12E074 59 50 22864
12E076 71 73 29043
12E078 CF BE -12354
12E07A 80 49 -32695
12E07C FF 6E -146
12E07E 00 00 0
12E080 00 00 0
12E082 77 04 30468
12E084 01 34 308
12E086 81 5D -32419
12E088 BF E2 -16414
12E08A 08 7A 2170
12E08C AF F3 -20493
12E08E 00 00 0
12E090 00 00 0
12E092 08 AA 2218
12E094 33 4F 13135
12E096 9C A0 -25440
12E098 FF 7D -131
12E09A 0A 80 2688
12E09C 0F 5F 3935
12E09E 00 00 0
12E0A0 00 00 0
12E0A2 CC E8 -13080
12E0A4 42 97 17047
12E0A6 5F 7E 24446
12E0A8 CA 3D -13763
12E0AA D0 0E -12274
12E0AC BD DF -16929
12E0AE 00 00 0
12E0B0 00 00 0
12E0B2 15 D5 5589
12E0B4 30 68 12392
12E0B6 96 CD -26931
12E0B8 DD 1C -8932
12E0BA 29 88 10632
12E0BC ED 97 -4713
12E0BE 00 00 0
12E0C0 00 00 0
12E0C2 CC 14 -13292
12E0C4 C4 85 -15227
12E0C6 4D E1 19937
12E0C8 DE 9F -8545
12E0CA 40 80 16512
12E0CC DB 5F -9377
12E0CE 00 00 0
12E0D0 00 00 0
12E0D2 90 18 -28648
12E0D4 EA 86 -5498
12E0D6 3F 02 16130
12E0D8 5F AF 24495
12E0DA 04 29 1065
12E0DC 7F 55 32597
12E0DE 00 00 0
12E0E0 00 00 0
12E0E2 5E C7 24263
12E0E4 4A 41 19009
12E0E6 78 55 30805
12E0E8 DD BE -8770
12E0EA 02 42 578
12E0EC 5E 85 24197
12E0EE 00 00 0
12E0F0 00 00 0
12E0F2 4F A5 20389
12E0F4 86 B0 -31056
12E0F6 4D F0 19952
12E0F8 D7 FF -10241
12E0FA 40 A5 16549
12E0FC FB FD -1027
12E0FE 00 00 0
12E100 00 00 0
12E102 A7 BC -22596
12E104 4F 2B 20267
12E106 77 B2 30642
12E108 D6 8C -10612
12E10A 61 90 24976
12E10C CF FC -12292
12E10E 00 00 0
12E110 00 00 0
12E112 5F C8 24520
12E114 10 08 4104
12E116 60 CE 24782
12E118 7F 1F 32543
12E11A A1 A0 -24160
12E11C 86 CA -31030
12E11E 00 00 0
12E120 00 00 0
12E122 F3 7A -3206
12E124 28 F1 10481
12E126 71 B3 29107
12E128 67 08 26376
12E12A 43 10 17168
12E12C 52 3A 21050
12E12E 00 00 0
12E130 00 00 0
12E132 7B 58 31576
12E134 81 E0 -32288
12E136 F5 AC -2644
12E138 7B E6 31718
12E13A A4 09 -23543
12E13C 72 5E 29278
12E13E 00 00 0
12E140 00 00 0
12E142 9B C7 -25657
12E144 08 F9 2297
12E146 37 DA 14298
12E148 4C 9F 19615
12E14A F5 02 -2814
12E14C ED BF -4673
12E14E 04 00 1024
12E150 00 00 0
12E152 7D 42 32066
12E154 45 D0 17872
12E156 94 3C -27588
12E158 DF 2A -8406
12E15A 9D 98 -25192
12E15C 87 77 -30857
12E15E 00 00 0
12E160 00 00 0
12E162 C1 E2 -15902
12E164 00 F2 242
12E166 0B FD 3069
12E168 73 87 29575
12E16A 42 41 16961
12E16C EF FF -4097
12E16E 00 00 0
12E170 00 00 0
12E172 44 4D 17485
12E174 34 B5 13493
12E176 56 96 22166
12E178 5F F7 24567
12E17A 20 5C 8284
12E17C 88 2A -30678
12E17E 00 00 0
12E180 00 00 0
12E182 FB E4 -1052
12E184 60 89 24713
12E186 D6 BA -10566
12E188 A1 56 -24234
12E18A 0C 89 3209
12E18C 7B CF 31695
12E18E 00 00 0
12E190 00 00 0
12E192 36 C3 14019
12E194 08 94 2196
12E196 61 91 24977
12E198 3E 7B 15995
12E19A 56 04 22020
12E19C 59 6E 22894
12E19E 00 00 0
12E1A0 00 00 0
12E1A2 24 EF 9455
12E1A4 15 01 5377
12E1A6 EE 5B -4517
12E1A8 8D 7F -29313
12E1AA F2 A3 -3421
12E1AC FD 63 -669
12E1AE 00 00 0
12E1B0 00 00 0
12E1B2 28 BC 10428
12E1B4 AF 8A -20598
12E1B6 0C A6 3238
12E1B8 77 BF 30655
12E1BA 09 88 2440
12E1BC 66 9D 26269
12E1BE 00 00 0
12E1C0 00 20 32
12E1C2 93 0D -27891
12E1C4 5B DB 23515
12E1C6 2F 9C 12188
12E1C8 E7 59 -6311
12E1CA 05 00 1280
12E1CC F4 B2 -2894
12E1CE 00 00 0
12E1D0 00 00 0
12E1D2 CC 76 -13194
12E1D4 3C 70 15472
12E1D6 FF 29 -215
12E1D8 9F 47 -24761
12E1DA F0 05 -4091
12E1DC 25 81 9601
12E1DE 00 00 0
12E1E0 00 00 0
12E1E2 5C 7E 23678
12E1E4 0A 04 2564
12E1E6 C7 9F -14433
12E1E8 BB 5B -17573
12E1EA 38 33 14387
12E1EC 79 D5 31189
12E1EE 00 00 0
12E1F0 00 00 0
12E1F2 A6 88 -22904
12E1F4 69 D1 27089
12E1F6 22 84 8836
12E1F8 E9 6F -5777
12E1FA 04 8D 1165
12E1FC 7B DD 31709
12E1FE 00 00 0
12E200 00 00 0
12E202 52 F3 21235
12E204 FA 2C -1492
12E206 78 99 30873
12E208 7F F3 32755
12E20A 9D 02 -25342
12E20C F7 F9 -2055
12E20E 00 00 0
12E210 00 00 0
12E212 78 68 30824
12E214 07 10 1808
12E216 6B 61 27489
12E218 F9 0E -1778
12E21A 86 84 -31100
12E21C 77 BD 30653
12E21E 00 00 0
12E220 00 00 0
12E222 25 CC 9676
12E224 96 01 -27135
12E226 04 D3 1235
12E228 7F 67 32615
12E22A 08 D4 2260
12E22C FF FE -2
12E22E 00 00 0
12E230 00 00 0
12E232 67 5C 26460
12E234 95 1C -27364
12E236 F7 19 -2279
12E238 BE 9C -16740
12E23A BD 46 -17082
12E23C DD C9 -8759
12E23E 00 00 0
12E240 00 00 0
12E242 8C 6C -29588
12E244 3C A3 15523
12E246 27 6A 10090
12E248 B1 9A -20070
12E24A 01 80 384
12E24C FF 53 -173
12E24E 00 00 0
12E250 00 00 0
12E252 8D 1E -29410
12E254 5E 53 24147
12E256 97 1C -26852
12E258 DF 26 -8410
12E25A 4B 58 19288
12E25C FF 5F -161
12E25E 00 00 0
12E260 00 00 0
12E262 F5 BF -2625
12E264 CD F5 -12811
12E266 A6 9A -22886
12E268 7F FF 32767
12E26A 34 AD 13485
12E26C EF AE -4178
12E26E 00 00 0
12E270 00 00 0
12E272 8B 14 -29932
12E274 09 38 2360
12E276 A0 3F -24513
12E278 F6 FE -2306
12E27A 08 82 2178
12E27C F7 AF -2129
12E27E 00 00 0
12E280 00 00 0
12E282 41 DF 16863
12E284 A4 E8 -23320
12E286 10 17 4119
12E288 37 9D 14237
12E28A 87 08 -30968
12E28C EF CF -4145
12E28E 00 00 0
12E290 00 00 0
12E292 E8 DB -5925
12E294 B4 22 -19422
12E296 7E CB 32459
12E298 7B 70 31600
12E29A 6C E0 27872
12E29C B6 DF -18721
12E29E 00 00 0
12E2A0 00 00 0
12E2A2 B9 63 -18077
12E2A4 21 2C 8492
12E2A6 2B 96 11158
12E2A8 EB 71 -5263
12E2AA 83 34 -31948
12E2AC 76 44 30276
12E2AE 00 00 0
12E2B0 00 00 0
12E2B2 F8 D7 -1833
12E2B4 4C 62 19554
12E2B6 18 18 6168
12E2B8 92 71 -28047
12E2BA CC 89 -13175
12E2BC EA 35 -5579
12E2BE 00 00 0
12E2C0 00 00 0
12E2C2 6A F6 27382
12E2C4 79 CA 31178
12E2C6 18 AC 6316
12E2C8 DF FB -8197
12E2CA 66 00 26112
12E2CC 77 97 30615
12E2CE 00 00 0
12E2D0 00 00 0
12E2D2 50 E8 20712
12E2D4 EC 28 -5080
12E2D6 25 FD 9725
12E2D8 77 13 30483
12E2DA 80 75 -32651
12E2DC F9 7B -1669
12E2DE 00 00 0
12E2E0 00 00 0
12E2E2 71 FE 29182
12E2E4 03 74 884
12E2E6 8F 7D -28803
12E2E8 FE B2 -334
12E2EA A9 04 -22268
12E2EC CF F3 -12301
12E2EE 00 00 0
12E2F0 00 00 0
12E2F2 CB A3 -13405
12E2F4 8F BD -28739
12E2F6 36 9C 13980
12E2F8 EE 06 -4602
12E2FA C0 E6 -16154
12E2FC FE EE -274
12E2FE 00 00 0
12E300 00 00 0
12E302 B4 8A -19318
12E304 2D A1 11681
12E306 AE 1C -20964
12E308 6E EE 28398
12E30A AF 22 -20702
12E30C 9B 5D -25763
12E30E 00 00 0
12E310 00 00 0
12E312 0F F7 4087
12E314 3D 2E 15662
12E316 48 FB 18683
12E318 E2 5F -7585
12E31A 11 F2 4594
12E31C 39 B7 14775
12E31E 00 00 0
12E320 00 00 0
12E322 D8 6B -10133
12E324 E4 4C -7092
12E326 57 7E 22398
12E328 CB 0A -13558
12E32A 01 F1 497
12E32C BE 3A -16838
12E32E 00 00 0
12E330 00 00 0
12E332 C8 DE -14114
12E334 01 4C 332
12E336 20 2A 8234
12E338 67 1F 26399
12E33A 03 00 768
12E33C ED 3F -4801
12E33E 00 00 0
12E340 00 00 0
12E342 37 7C 14204
12E344 00 F5 245
12E346 A3 AD -23635
12E348 F1 DF -3617
12E34A B0 14 -20460
12E34C 5E 86 24198
12E34E 00 00 0
12E350 00 00 0
12E352 D9 FC -9732
12E354 CD B1 -12879
12E356 3E 5A 15962
12E358 56 F9 22265
12E35A A1 E9 -24087
12E35C FB BD -1091
12E35E 00 01 1
12E360 00 00 0
12E362 5D AB 23979
12E364 87 74 -30860
12E366 33 70 13168
12E368 ED 0A -4854
12E36A 30 6D 12397
12E36C 69 5A 26970
12E36E 00 00 0
12E370 00 00 0
12E372 25 DF 9695
12E374 8C A7 -29529
12E376 18 BE 6334
12E378 F6 DF -2337
12E37A D0 10 -12272
12E37C B4 8B -19317
12E37E 00 00 0
12E380 00 00 0
12E382 7F 96 32662
12E384 4D FF 19967
12E386 9B 03 -25853
12E388 B3 7F -19585
12E38A CA 00 -13824
12E38C FD BF -577
12E38E 00 00 0
12E390 00 00 0
12E392 23 D2 9170
12E394 40 21 16417
12E396 BE E4 -16668
12E398 33 73 13171
12E39A 02 40 576
12E39C 7D 53 32083
12E39E 00 00 0
12E3A0 00 00 0
12E3A2 0F B3 4019
12E3A4 BF 13 -16621
12E3A6 BF 02 -16638
12E3A8 59 FA 23034
12E3AA 8A 02 -30206
12E3AC BB C9 -17463
12E3AE 00 00 0
12E3B0 00 00 0
12E3B2 57 E2 22498
12E3B4 44 C8 17608
12E3B6 A0 3F -24513
12E3B8 FD 61 -671
12E3BA 25 8D 9613
12E3BC F9 D2 -1582
12E3BE 00 00 0
12E3C0 00 00 0
12E3C2 59 FB 23035
12E3C4 B9 D6 -17962
12E3C6 9B A0 -25696
12E3C8 F3 F2 -3086
12E3CA D1 00 -12032
12E3CC 14 BB 5307
12E3CE 00 00 0
12E3D0 00 00 0
12E3D2 F5 8B -2677
12E3D4 6C D1 27857
12E3D6 3C 0D 15373
12E3D8 C6 B7 -14665
12E3DA 04 D8 1240
12E3DC 55 FF 22015
12E3DE 00 00 0
12E3E0 00 00 0
12E3E2 9F A9 -24663
12E3E4 80 02 -32766
12E3E6 7D 82 32130
12E3E8 9B A4 -25692
12E3EA 91 77 -28297
12E3EC CF 96 -12394
12E3EE 00 00 0
12E3F0 00 00 0
12E3F2 AC AC -21332
12E3F4 C5 46 -15034
12E3F6 90 5D -28579
12E3F8 4C 7D 19581
12E3FA E3 85 -7291
12E3FC 4C CF 19663
12E3FE 00 00 0
12E400 00 00 0
12E402 57 94 22420
12E404 69 FD 27133
12E406 22 FD 8957
12E408 CF 62 -12446
12E40A 0C 00 3072
12E40C 9F 1B -24805
12E40E 00 00 0
12E410 00 00 0
12E412 49 D2 18898
12E414 E9 52 -5806
12E416 33 BD 13245
12E418 BD F9 -16903
12E41A 5C 05 23557
12E41C 3F 6B 16235
12E41E 00 00 0
12E420 00 00 0
12E422 09 C6 2502
12E424 CA 34 -13772
12E426 07 E8 2024
12E428 FF E6 -26
12E42A 8B B4 -29772
12E42C 6F D3 28627
12E42E 00 00 0
12E430 00 00 0
12E432 A6 CA -22838
12E434 70 9E 28830
12E436 88 7C -30596
12E438 6F EF 28655
12E43A E1 60 -7840
12E43C F2 EF -3345
12E43E 00 00 0
12E440 00 01 1
12E442 15 D0 5584
12E444 7E 16 32278
12E446 8C A9 -29527
12E448 33 55 13141
12E44A 29 11 10513
12E44C D5 49 -10935
12E44E 00 00 0
12E450 00 00 0
12E452 97 E7 -26649
12E454 A7 F1 -22543
12E456 CE C5 -12603
12E458 FE 16 -490
12E45A 06 06 1542
12E45C 72 5D 29277
12E45E 00 00 0
12E460 00 00 0
12E462 E9 1A -5862
12E464 8B 2A -29910
12E466 80 09 -32759
12E468 DB 8E -9330
12E46A 04 33 1075
12E46C 5F BB 24507
12E46E 00 00 0
12E470 00 00 0
12E472 A2 84 -23932
12E474 09 06 2310
12E476 90 BF -28481
12E478 5D 2B 23851
12E47A C1 56 -16042
12E47C 53 CB 21451
12E47E 00 00 0
12E480 00 00 0
12E482 55 87 21895
12E484 BA 6E -17810
12E486 9B 9F -25697
12E488 DB F3 -9229
12E48A 19 5D 6493
12E48C CF DF -12321
12E48E 00 00 0
12E490 00 00 0
12E492 F6 2A -2518
12E494 35 66 13670
12E496 88 8E -30578
12E498 F4 94 -2924
12E49A 04 49 1097
12E49C F4 F7 -2825
12E49E 00 00 0
12E4A0 00 00 0
12E4A2 06 9B 1691
12E4A4 6C CC 27852
12E4A6 8A 4B -30133
12E4A8 DC F7 -8969
12E4AA 0D C3 3523
12E4AC AF 36 -20682
12E4AE 00 00 0
12E4B0 00 00 0
12E4B2 E8 9F -5985
12E4B4 C8 10 -14320
12E4B6 E8 AE -5970
12E4B8 7D EF 32239
12E4BA 00 F8 248
12E4BC 55 52 21842
12E4BE 00 40 64
12E4C0 00 00 0
12E4C2 54 62 21602
12E4C4 CC 83 -13181
12E4C6 99 BA -26182
12E4C8 7A BB 31419
12E4CA A8 EA -22294
12E4CC 24 75 9333
12E4CE 00 00 0
12E4D0 00 00 0
12E4D2 EA FE -5378
12E4D4 08 6D 2157
12E4D6 76 90 30352
12E4D8 AC FA -21254
12E4DA 01 54 340
12E4DC EF 2A -4310
12E4DE 00 00 0
12E4E0 00 00 0
12E4E2 86 7F -31105
12E4E4 4C 48 19528
12E4E6 F4 FB -2821
12E4E8 65 FE 26110
12E4EA C8 3F -14273
12E4EC 3F 33 16179
12E4EE 00 00 0
12E4F0 00 00 0
12E4F2 B2 D9 -19751
12E4F4 AA 51 -21935
12E4F6 56 76 22134
12E4F8 5D A5 23973
12E4FA B2 92 -19822
12E4FC FF DF -33
12E4FE 00 00 0
12E500 00 00 0
12E502 5D D8 24024
12E504 D6 94 -10604
12E506 A4 88 -23416
12E508 87 6A -30870
12E50A 5F 18 24344
12E50C DA EF -9489
12E50E 00 00 0
12E510 00 00 0
12E512 69 D1 27089
12E514 B0 C0 -20288
12E516 A8 AC -22356
12E518 A7 76 -22666
12E51A 41 20 16672
12E51C D3 B5 -11339
12E51E 00 00 0
12E520 00 00 0
12E522 78 19 30745
12E524 2A 49 10825
12E526 E3 BA -7238
12E528 F7 5B -2213
12E52A E8 B0 -5968
12E52C A7 BE -22594
12E52E 00 00 0
12E530 00 00 0
12E532 21 9F 8607
12E534 60 F8 24824
12E536 2D 8F 11663
12E538 47 57 18263
12E53A 11 28 4392
12E53C 90 D7 -28457
12E53E 00 00 0
12E540 00 00 0
12E542 DC 7E -9090
12E544 38 10 14352
12E546 ED FB -4613
12E548 C8 BF -14145
12E54A 06 55 1621
12E54C B6 EF -18705
12E54E 00 00 0
12E550 00 00 0
12E552 49 F9 18937
12E554 22 CD 8909
12E556 D7 7B -10373
12E558 E5 05 -6907
12E55A 0B 82 2946
12E55C 87 69 -30871
12E55E 00 00 0
12E560 00 04 4
12E562 C9 0D -14067
12E564 D8 A6 -10074
12E566 EC 1E -5090
12E568 D4 C4 -11068
12E56A 0C 83 3203
12E56C 7F 2B 32555
12E56E 00 00 0
12E570 00 00 0
12E572 20 01 8193
12E574 32 06 12806
12E576 A9 6D -22163
12E578 CE DA -12582
12E57A 90 58 -28584
12E57C 5F 3E 24382
12E57E 00 00 0
12E580 00 00 0
12E582 97 D8 -26664
12E584 7B 75 31605
12E586 9E F0 -24848
12E588 D3 C7 -11321
12E58A 42 55 16981
12E58C 54 1A 21530
12E58E 00 00 0
12E590 00 00 0
12E592 F5 6C -2708
12E594 05 04 1284
12E596 75 36 30006
12E598 7A EE 31470
12E59A 2A DD 10973
12E59C BE 3F -16833
12E59E 00 00 0
12E5A0 00 00 0
12E5A2 16 6C 5740
12E5A4 9C 18 -25576
12E5A6 39 B7 14775
12E5A8 4F 73 20339
12E5AA C6 44 -14780
12E5AC FF DC -36
12E5AE 00 00 0
12E5B0 00 00 0
12E5B2 5B 95 23445
12E5B4 50 F2 20722
12E5B6 BF 6D -16531
12E5B8 B1 C7 -20025
12E5BA 77 A1 30625
12E5BC F4 AD -2899
12E5BE 00 00 0
12E5C0 00 00 0
12E5C2 F0 7A -3974
12E5C4 F9 B9 -1607
12E5C6 07 EC 2028
12E5C8 49 FB 18939
12E5CA BE 5C -16804
12E5CC 5F F4 24564
12E5CE 00 00 0
12E5D0 00 00 0
12E5D2 AF 0A -20726
12E5D4 55 D0 21968
12E5D6 AB 6F -21649
12E5D8 8C 7E -29570
12E5DA 55 52 21842
12E5DC 9F 69 -24727
12E5DE 00 00 0
12E5E0 00 00 0
12E5E2 9F E5 -24603
12E5E4 4D 6F 19823
12E5E6 DE FD -8451
12E5E8 D3 E6 -11290
12E5EA 84 EA -31510
12E5EC 27 4D 10061
12E5EE 00 00 0
12E5F0 00 00 0
12E5F2 D4 52 -11182
12E5F4 11 08 4360
12E5F6 28 FA 10490
12E5F8 71 BA 29114
12E5FA 00 AC 172
12E5FC 71 B7 29111
12E5FE 00 00 0
12E600 00 00 0
12E602 63 0D 25357
12E604 DD 60 -8864
12E606 86 60 -31136
12E608 5F DF 24543
12E60A 10 77 4215
12E60C FE FB -261
12E60E 00 00 0
12E610 00 00 0
12E612 A0 62 -24478
12E614 7A 72 31346
12E616 2F 10 12048
12E618 77 A8 30632
12E61A 01 68 360
12E61C 7E BD 32445
12E61E 00 00 0
12E620 00 00 0
12E622 ED 10 -4848
12E624 A4 CB -23349
12E626 45 30 17712
12E628 FE BF -321
12E62A 30 00 12288
12E62C DD B4 -8780
12E62E 00 00 0
12E630 00 00 0
12E632 0B CA 3018
12E634 C7 C6 -14394
12E636 A1 62 -24222
12E638 F6 61 -2463
12E63A 80 2C -32724
12E63C 9D 75 -25227
12E63E 00 00 0
12E640 00 00 0
12E642 C0 C9 -16183
12E644 FE BB -325
12E646 1D 00 7424
12E648 AC 8F -21361
12E64A 91 48 -28344
12E64C 1D F7 7671
12E64E 00 00 0
12E650 00 00 0
12E652 D7 F5 -10251
12E654 79 91 31121
12E656 6E A4 28324
12E658 FF 46 -186
12E65A 4C 66 19558
12E65C 79 D4 31188
12E65E 00 00 0
12E660 00 00 0
12E662 01 DB 475
12E664 24 01 9217
12E666 1E 4A 7754
12E668 7E 4D 32333
12E66A 84 01 -31743
12E66C F7 5E -2210
12E66E 00 00 0
12E670 00 00 0
12E672 91 AF -28241
12E674 B2 45 -19899
12E676 81 5A -32422
12E678 B6 F7 -18697
12E67A 80 08 -32760
12E67C 7D 06 32006
12E67E 00 00 0
12E680 00 00 0
12E682 1F B3 8115
12E684 6F 19 28441
12E686 20 55 8277
12E688 B2 73 -19853
12E68A D1 E2 -11806
12E68C EF EF -4113
12E68E 00 00 0
12E690 00 00 0
12E692 C5 75 -14987
12E694 48 F8 18680
12E696 DC ED -8979
12E698 D7 BE -10306
12E69A 8D 31 -29391
12E69C DB 27 -9433
12E69E 00 00 0
12E6A0 00 00 0
12E6A2 D1 58 -11944
12E6A4 94 91 -27503
12E6A6 49 F6 18934
12E6A8 F7 21 -2271
12E6AA 40 C6 16582
12E6AC 17 AD 6061
12E6AE 00 00 0
12E6B0 00 00 0
12E6B2 4E EB 20203
12E6B4 C0 C8 -16184
12E6B6 4D CD 19917
12E6B8 CD 5F -12961
12E6BA 1D 06 7430
12E6BC B5 64 -19100
12E6BE 00 00 0
12E6C0 00 00 0
12E6C2 B7 68 -18584
12E6C4 D1 31 -11983
12E6C6 07 FD 2045
12E6C8 3C DE 15582
12E6CA 57 64 22372
12E6CC 8F AD -28755
12E6CE 00 00 0
12E6D0 00 00 0
12E6D2 67 09 26377
12E6D4 04 80 1152
12E6D6 E8 09 -6135
