Instrument ID:HP3458A
121E4A 80 20 -32736
121E4C 00 04 4
121E4E 00 00 0
121E50 00 00 0
121E52 00 00 0
121E54 77 07 30471
121E56 64 DB 25819
121E58 71 04 28932
121E5A 08 ED 2285
121E5C 00 00 0
121E5E 00 00 0
121E60 00 00 0
121E62 00 00 0
121E64 5A 20 23072
121E66 89 91 -30319
121E68 35 53 13651
121E6A 14 60 5216
121E6C 00 00 0
121E6E 00 00 0
121E70 00 00 0
121E72 00 00 0
121E74 6A B8 27320
121E76 32 26 12838
121E78 4D 42 19778
121E7A 00 00 0
121E7C 00 00 0
121E7E 00 00 0
121E80 04 12 1042
121E82 2D 22 11554
121E84 04 12 1042
121E86 2D 22 11554
121E88 00 12 18
121E8A 2C 22 11298
121E8C 04 12 1042
121E8E 2E A2 11938
121E90 00 12 18
121E92 2F 22 12066
121E94 00 12 18
121E96 29 12 10514
121E98 00 12 18
121E9A 29 32 10546
121E9C 00 12 18
121E9E 29 D2 10706
121EA0 00 12 18
121EA2 27 32 10034
121EA4 00 00 0
121EA6 00 20 32
121EA8 00 00 0
121EAA 00 20 32
121EAC 00 00 0
121EAE 77 DC 30684
121EB0 00 00 0
121EB2 07 7E 1918
121EB4 00 00 0
121EB6 77 DD 30685
121EB8 00 00 0
121EBA 07 7F 1919
121EBC 00 12 18
121EBE A8 7E -22402
121EC0 00 12 18
121EC2 AF FE -20482
121EC4 00 12 18
121EC6 71 36 28982
121EC8 00 12 18
121ECA A8 80 -22400
121ECC 00 12 18
121ECE 71 36 28982
121ED0 00 12 18
121ED2 A8 80 -22400
121ED4 00 12 18
121ED6 1E D4 7892
121ED8 00 12 18
121EDA 1E D4 7892
121EDC 53 00 21248
121EDE 3A 2E 14894
121EE0 07 C2 1986
121EE2 00 01 1
121EE4 00 01 1
121EE6 00 00 0
121EE8 01 00 256
121EEA 1F 1C 7964
121EEC 1F 1E 7966
121EEE 1F 1E 7966
121EF0 1F 1F 7967
121EF2 1E 1F 7711
121EF4 1E 1F 7711
121EF6 64 FF 25855
121EF8 80 00 -32768
121EFA 00 00 0
121EFC 00 00 0
121EFE 00 12 18
121F00 2B A2 11170
121F02 00 00 0
121F04 00 00 0
121F06 00 00 0
121F08 00 00 0
121F0A 00 00 0
121F0C 00 00 0
121F0E 00 00 0
121F10 00 00 0
121F12 00 00 0
121F14 00 00 0
121F16 00 00 0
121F18 00 00 0
121F1A 00 00 0
121F1C 00 00 0
121F1E 00 00 0
121F20 00 00 0
121F22 00 00 0
121F24 00 00 0
121F26 00 00 0
121F28 00 00 0
121F2A 00 00 0
121F2C 00 00 0
121F2E 00 00 0
121F30 00 00 0
121F32 00 00 0
121F34 00 00 0
121F36 00 00 0
121F38 00 00 0
121F3A 00 00 0
121F3C 00 00 0
121F3E 00 00 0
121F40 00 00 0
121F42 00 00 0
121F44 00 00 0
121F46 00 00 0
121F48 00 00 0
121F4A 00 00 0
121F4C 00 00 0
121F4E 00 00 0
121F50 00 00 0
121F52 00 00 0
121F54 00 00 0
121F56 00 00 0
121F58 00 00 0
121F5A 00 00 0
121F5C 00 00 0
121F5E 00 00 0
121F60 00 00 0
121F62 00 00 0
121F64 00 00 0
121F66 00 00 0
121F68 00 00 0
121F6A 00 00 0
121F6C 00 00 0
121F6E 00 00 0
121F70 00 00 0
121F72 00 00 0
121F74 00 00 0
121F76 00 00 0
121F78 00 00 0
121F7A 00 00 0
121F7C 00 00 0
121F7E 00 00 0
121F80 00 00 0
121F82 00 00 0
121F84 00 00 0
121F86 00 00 0
121F88 00 00 0
121F8A 00 00 0
121F8C 00 00 0
121F8E 00 00 0
121F90 00 00 0
121F92 00 00 0
121F94 00 00 0
121F96 00 00 0
121F98 00 00 0
121F9A 00 00 0
121F9C 00 00 0
121F9E 00 00 0
121FA0 00 00 0
121FA2 00 00 0
121FA4 00 00 0
121FA6 00 00 0
121FA8 00 00 0
121FAA 00 00 0
121FAC 00 00 0
121FAE 00 00 0
121FB0 00 00 0
121FB2 00 00 0
121FB4 00 00 0
121FB6 00 00 0
121FB8 00 00 0
121FBA 00 00 0
121FBC 00 00 0
121FBE 00 00 0
121FC0 00 00 0
121FC2 00 00 0
121FC4 00 00 0
121FC6 00 00 0
121FC8 00 00 0
121FCA 00 00 0
121FCC 00 00 0
121FCE 00 00 0
121FD0 00 00 0
121FD2 00 00 0
121FD4 00 00 0
121FD6 00 00 0
121FD8 00 00 0
121FDA 00 00 0
121FDC 00 00 0
121FDE 00 00 0
121FE0 00 00 0
121FE2 00 00 0
121FE4 00 00 0
121FE6 00 00 0
121FE8 00 00 0
121FEA 00 00 0
121FEC 00 00 0
121FEE 00 00 0
121FF0 00 00 0
121FF2 00 00 0
121FF4 00 00 0
121FF6 00 00 0
121FF8 00 00 0
121FFA 00 00 0
121FFC 00 00 0
121FFE 00 00 0
122000 00 00 0
122002 00 00 0
122004 00 00 0
122006 00 00 0
122008 00 00 0
12200A 00 00 0
12200C 00 00 0
12200E 00 00 0
122010 00 00 0
122012 00 00 0
122014 00 00 0
122016 00 00 0
122018 00 00 0
12201A 00 00 0
12201C 00 00 0
12201E 00 00 0
122020 00 00 0
122022 00 00 0
122024 00 00 0
122026 00 00 0
122028 00 00 0
12202A 00 00 0
12202C 00 00 0
12202E 00 00 0
122030 00 00 0
122032 00 00 0
122034 00 00 0
122036 00 00 0
122038 00 00 0
12203A 00 00 0
12203C 00 00 0
12203E 00 00 0
122040 00 00 0
122042 00 00 0
122044 00 00 0
122046 00 00 0
122048 00 00 0
12204A 00 00 0
12204C 00 00 0
12204E 00 00 0
122050 00 00 0
122052 00 00 0
122054 00 00 0
122056 00 00 0
122058 00 00 0
12205A 00 00 0
12205C 00 00 0
12205E 00 00 0
122060 00 00 0
122062 00 00 0
122064 00 00 0
122066 00 00 0
122068 00 00 0
12206A 00 00 0
12206C 00 00 0
12206E 00 00 0
122070 00 00 0
122072 00 00 0
122074 00 00 0
122076 00 00 0
122078 00 00 0
12207A 00 00 0
12207C 00 00 0
12207E 00 00 0
122080 00 00 0
122082 00 00 0
122084 00 00 0
122086 00 00 0
122088 00 00 0
12208A 00 00 0
12208C 00 00 0
12208E 00 00 0
122090 00 00 0
122092 00 00 0
122094 00 00 0
122096 00 00 0
122098 00 00 0
12209A 00 00 0
12209C 00 00 0
12209E 00 00 0
1220A0 00 00 0
1220A2 00 00 0
1220A4 00 00 0
1220A6 00 00 0
1220A8 00 00 0
1220AA 00 00 0
1220AC 00 00 0
1220AE 00 00 0
1220B0 00 00 0
1220B2 00 00 0
1220B4 00 00 0
1220B6 00 00 0
1220B8 00 00 0
1220BA 00 00 0
1220BC 00 00 0
1220BE 00 00 0
1220C0 00 00 0
1220C2 00 00 0
1220C4 00 00 0
1220C6 00 00 0
1220C8 00 00 0
1220CA 00 00 0
1220CC 00 00 0
1220CE 00 00 0
1220D0 00 00 0
1220D2 00 00 0
1220D4 00 00 0
1220D6 00 00 0
1220D8 00 00 0
1220DA 00 00 0
1220DC 00 00 0
1220DE 00 00 0
1220E0 00 00 0
1220E2 00 00 0
1220E4 00 00 0
1220E6 00 00 0
1220E8 00 00 0
1220EA 00 00 0
1220EC 00 00 0
1220EE 00 00 0
1220F0 00 00 0
1220F2 00 00 0
1220F4 00 00 0
1220F6 00 00 0
1220F8 00 00 0
1220FA 00 00 0
1220FC 00 00 0
1220FE 00 00 0
122100 00 00 0
122102 00 00 0
122104 00 00 0
122106 00 00 0
122108 00 00 0
12210A 00 00 0
12210C 00 00 0
12210E 00 00 0
122110 00 00 0
122112 00 00 0
122114 00 00 0
122116 00 00 0
122118 00 00 0
12211A 00 00 0
12211C 00 00 0
12211E 00 00 0
122120 00 00 0
122122 00 00 0
122124 00 00 0
122126 00 00 0
122128 00 00 0
12212A 00 00 0
12212C 00 00 0
12212E 00 00 0
122130 00 00 0
122132 00 00 0
122134 00 00 0
122136 00 00 0
122138 00 00 0
12213A 00 00 0
12213C 00 00 0
12213E 00 00 0
122140 00 00 0
122142 00 00 0
122144 00 00 0
122146 00 00 0
122148 00 00 0
12214A 00 00 0
12214C 00 00 0
12214E 00 00 0
122150 00 00 0
122152 00 00 0
122154 00 00 0
122156 00 00 0
122158 00 00 0
12215A 00 00 0
12215C 00 00 0
12215E 00 00 0
122160 00 00 0
122162 00 00 0
122164 00 00 0
122166 00 00 0
122168 00 00 0
12216A 00 00 0
12216C 00 00 0
12216E 00 00 0
122170 00 00 0
122172 00 00 0
122174 00 00 0
122176 00 00 0
122178 00 00 0
12217A 00 00 0
12217C 00 00 0
12217E 00 00 0
122180 00 00 0
122182 00 00 0
122184 00 00 0
122186 00 00 0
122188 00 00 0
12218A 00 00 0
12218C 00 00 0
12218E 00 00 0
122190 00 00 0
122192 00 00 0
122194 00 00 0
122196 00 00 0
122198 00 00 0
12219A 00 00 0
12219C 00 00 0
12219E 00 00 0
1221A0 00 00 0
1221A2 00 00 0
1221A4 00 00 0
1221A6 00 00 0
1221A8 00 00 0
1221AA 00 00 0
1221AC 00 00 0
1221AE 00 00 0
1221B0 00 00 0
1221B2 00 00 0
1221B4 00 00 0
1221B6 00 00 0
1221B8 00 00 0
1221BA 00 00 0
1221BC 00 00 0
1221BE 00 00 0
1221C0 00 00 0
1221C2 00 00 0
1221C4 00 00 0
1221C6 00 00 0
1221C8 00 00 0
1221CA 00 00 0
1221CC 00 00 0
1221CE 00 00 0
1221D0 00 00 0
1221D2 00 00 0
1221D4 00 00 0
1221D6 00 00 0
1221D8 00 00 0
1221DA 00 00 0
1221DC 00 00 0
1221DE 00 00 0
1221E0 00 00 0
1221E2 00 00 0
1221E4 00 00 0
1221E6 00 00 0
1221E8 00 00 0
1221EA 00 00 0
1221EC 00 00 0
1221EE 00 00 0
1221F0 00 00 0
1221F2 00 00 0
1221F4 00 00 0
1221F6 00 00 0
1221F8 00 00 0
1221FA 00 00 0
1221FC 00 00 0
1221FE 00 00 0
122200 00 00 0
122202 00 00 0
122204 00 00 0
122206 00 00 0
122208 00 00 0
12220A 00 00 0
12220C 00 00 0
12220E 00 00 0
122210 00 00 0
122212 00 00 0
122214 00 00 0
122216 00 00 0
122218 00 00 0
12221A 00 00 0
12221C 00 00 0
12221E 00 00 0
122220 00 00 0
122222 00 00 0
122224 00 00 0
122226 00 00 0
122228 00 00 0
12222A 00 00 0
12222C 00 00 0
12222E 00 00 0
122230 00 00 0
122232 00 00 0
122234 00 00 0
122236 00 00 0
122238 00 00 0
12223A 00 00 0
12223C 00 00 0
12223E 00 00 0
122240 00 00 0
122242 00 00 0
122244 00 00 0
122246 00 00 0
122248 00 00 0
12224A 00 00 0
12224C 00 00 0
12224E 00 00 0
122250 00 00 0
122252 00 00 0
122254 00 00 0
122256 00 00 0
122258 00 00 0
12225A 00 00 0
12225C 00 00 0
12225E 00 00 0
122260 00 00 0
122262 00 00 0
122264 00 00 0
122266 00 00 0
122268 00 00 0
12226A 00 00 0
12226C 00 00 0
12226E 00 00 0
122270 00 00 0
122272 00 00 0
122274 00 00 0
122276 00 00 0
122278 00 00 0
12227A 00 00 0
12227C 00 00 0
12227E 00 00 0
122280 00 00 0
122282 00 00 0
122284 00 00 0
122286 00 00 0
122288 00 00 0
12228A 00 00 0
12228C 00 00 0
12228E 00 00 0
122290 00 00 0
122292 00 00 0
122294 00 00 0
122296 00 00 0
122298 00 00 0
12229A 00 00 0
12229C 00 00 0
12229E 00 00 0
1222A0 00 00 0
1222A2 00 00 0
1222A4 00 00 0
1222A6 00 00 0
1222A8 00 00 0
1222AA 00 00 0
1222AC 00 00 0
1222AE 00 00 0
1222B0 00 00 0
1222B2 00 00 0
1222B4 00 00 0
1222B6 00 00 0
1222B8 00 00 0
1222BA 00 00 0
1222BC 00 00 0
1222BE 00 00 0
1222C0 00 00 0
1222C2 00 00 0
1222C4 00 00 0
1222C6 00 00 0
1222C8 00 00 0
1222CA 00 00 0
1222CC 00 00 0
1222CE 00 00 0
1222D0 00 00 0
1222D2 00 00 0
1222D4 00 00 0
1222D6 00 00 0
1222D8 00 00 0
1222DA 00 00 0
1222DC 00 00 0
1222DE 00 00 0
1222E0 00 00 0
1222E2 00 00 0
1222E4 00 00 0
1222E6 00 00 0
1222E8 00 00 0
1222EA 00 00 0
1222EC 00 00 0
1222EE 00 00 0
1222F0 00 00 0
1222F2 00 00 0
1222F4 00 00 0
1222F6 00 00 0
1222F8 00 00 0
1222FA 00 00 0
1222FC 00 00 0
1222FE 00 00 0
122300 00 00 0
122302 00 00 0
122304 00 00 0
122306 00 00 0
122308 00 00 0
12230A 00 00 0
12230C 00 00 0
12230E 00 00 0
122310 00 00 0
122312 00 00 0
122314 00 00 0
122316 00 00 0
122318 00 00 0
12231A 00 00 0
12231C 00 00 0
12231E 00 00 0
122320 00 00 0
122322 00 00 0
122324 00 00 0
122326 00 00 0
122328 00 00 0
12232A 00 00 0
12232C 00 00 0
12232E 00 00 0
122330 00 00 0
122332 00 00 0
122334 00 00 0
122336 00 00 0
122338 00 00 0
12233A 00 00 0
12233C 00 00 0
12233E 00 00 0
122340 00 00 0
122342 00 00 0
122344 00 00 0
122346 00 00 0
122348 00 00 0
12234A 00 00 0
12234C 00 00 0
12234E 00 00 0
122350 00 00 0
122352 00 00 0
122354 00 00 0
122356 00 00 0
122358 00 00 0
12235A 00 00 0
12235C 00 00 0
12235E 00 00 0
122360 00 00 0
122362 00 00 0
122364 00 00 0
122366 00 00 0
122368 00 00 0
12236A 00 00 0
12236C 00 00 0
12236E 00 00 0
122370 00 00 0
122372 00 00 0
122374 00 00 0
122376 00 00 0
122378 00 00 0
12237A 00 00 0
12237C 00 00 0
12237E 00 00 0
122380 00 00 0
122382 00 00 0
122384 00 00 0
122386 00 00 0
122388 00 00 0
12238A 00 00 0
12238C 00 00 0
12238E 00 00 0
122390 00 00 0
122392 00 00 0
122394 00 00 0
122396 00 00 0
122398 00 00 0
12239A 00 00 0
12239C 00 00 0
12239E 00 00 0
1223A0 00 00 0
1223A2 00 00 0
1223A4 00 00 0
1223A6 00 00 0
1223A8 00 00 0
1223AA 00 00 0
1223AC 00 00 0
1223AE 00 00 0
1223B0 00 00 0
1223B2 00 00 0
1223B4 00 00 0
1223B6 00 00 0
1223B8 00 00 0
1223BA 00 00 0
1223BC 00 00 0
1223BE 00 00 0
1223C0 00 00 0
1223C2 00 00 0
1223C4 00 00 0
1223C6 00 00 0
1223C8 00 00 0
1223CA 00 00 0
1223CC 00 00 0
1223CE 00 00 0
1223D0 00 00 0
1223D2 00 00 0
1223D4 00 00 0
1223D6 00 00 0
1223D8 00 00 0
1223DA 00 00 0
1223DC 00 00 0
1223DE 00 00 0
1223E0 00 00 0
1223E2 00 00 0
1223E4 00 00 0
1223E6 00 00 0
1223E8 00 00 0
1223EA 00 00 0
1223EC 00 00 0
1223EE 00 00 0
1223F0 00 00 0
1223F2 00 00 0
1223F4 00 00 0
1223F6 00 00 0
1223F8 00 00 0
1223FA 00 00 0
1223FC 00 00 0
1223FE 00 00 0
122400 00 00 0
122402 00 00 0
122404 00 00 0
122406 00 00 0
122408 00 00 0
12240A 00 00 0
12240C 00 00 0
12240E 00 00 0
122410 00 00 0
122412 00 00 0
122414 00 00 0
122416 00 00 0
122418 00 00 0
12241A 00 00 0
12241C 00 00 0
12241E 00 00 0
122420 00 00 0
122422 00 00 0
122424 00 00 0
122426 00 00 0
122428 00 00 0
12242A 00 00 0
12242C 00 00 0
12242E 00 00 0
122430 00 00 0
122432 00 00 0
122434 00 00 0
122436 00 00 0
122438 00 00 0
12243A 00 00 0
12243C 00 00 0
12243E 00 00 0
122440 00 00 0
122442 00 00 0
122444 00 00 0
122446 00 00 0
122448 00 00 0
12244A 00 00 0
12244C 00 00 0
12244E 00 00 0
122450 00 00 0
122452 00 00 0
122454 00 00 0
122456 00 00 0
122458 00 00 0
12245A 00 00 0
12245C 00 00 0
12245E 00 00 0
122460 00 00 0
122462 00 00 0
122464 00 00 0
122466 00 00 0
122468 00 00 0
12246A 00 00 0
12246C 00 00 0
12246E 00 00 0
122470 00 00 0
122472 00 00 0
122474 00 00 0
122476 00 00 0
122478 00 00 0
12247A 00 00 0
12247C 00 00 0
12247E 00 00 0
122480 00 00 0
122482 00 00 0
122484 00 00 0
122486 00 00 0
122488 00 00 0
12248A 00 00 0
12248C 00 00 0
12248E 00 00 0
122490 00 00 0
122492 00 00 0
122494 00 00 0
122496 00 00 0
122498 00 00 0
12249A 00 00 0
12249C 00 00 0
12249E 00 00 0
1224A0 00 00 0
1224A2 00 00 0
1224A4 00 00 0
1224A6 00 00 0
1224A8 00 00 0
1224AA 00 00 0
1224AC 00 00 0
1224AE 00 00 0
1224B0 00 00 0
1224B2 00 00 0
1224B4 00 00 0
1224B6 00 00 0
1224B8 00 00 0
1224BA 00 00 0
1224BC 00 00 0
1224BE 00 00 0
1224C0 00 00 0
1224C2 00 00 0
1224C4 00 00 0
1224C6 00 00 0
1224C8 00 00 0
1224CA 00 00 0
1224CC 00 00 0
1224CE 00 00 0
1224D0 00 00 0
1224D2 00 00 0
1224D4 00 00 0
1224D6 00 00 0
1224D8 00 00 0
1224DA 00 00 0
1224DC 00 00 0
1224DE 00 00 0
1224E0 00 00 0
1224E2 00 00 0
1224E4 00 00 0
1224E6 00 00 0
1224E8 00 00 0
1224EA 00 00 0
1224EC 00 00 0
1224EE 00 00 0
1224F0 00 00 0
1224F2 00 00 0
1224F4 00 00 0
1224F6 00 00 0
1224F8 00 00 0
1224FA 00 00 0
1224FC 00 00 0
1224FE 00 00 0
122500 00 00 0
122502 00 00 0
122504 00 00 0
122506 00 00 0
122508 00 00 0
12250A 00 00 0
12250C 00 00 0
12250E 00 00 0
122510 00 00 0
122512 00 00 0
122514 00 00 0
122516 00 00 0
122518 00 00 0
12251A 00 00 0
12251C 00 00 0
12251E 00 00 0
122520 00 00 0
122522 00 00 0
122524 00 00 0
122526 00 00 0
122528 00 00 0
12252A 00 00 0
12252C 00 00 0
12252E 00 00 0
122530 00 00 0
122532 00 00 0
122534 00 00 0
122536 00 00 0
122538 00 00 0
12253A 00 00 0
12253C 00 00 0
12253E 00 00 0
122540 00 00 0
122542 00 00 0
122544 00 00 0
122546 00 00 0
122548 00 00 0
12254A 00 00 0
12254C 00 00 0
12254E 00 00 0
122550 00 00 0
122552 00 00 0
122554 00 00 0
122556 00 00 0
122558 00 00 0
12255A 00 00 0
12255C 00 00 0
12255E 00 00 0
122560 00 00 0
122562 00 00 0
122564 00 00 0
122566 00 00 0
122568 00 00 0
12256A 00 00 0
12256C 00 00 0
12256E 00 00 0
122570 00 00 0
122572 00 00 0
122574 00 00 0
122576 00 00 0
122578 00 00 0
12257A 00 00 0
12257C 00 00 0
12257E 00 00 0
122580 00 00 0
122582 00 00 0
122584 00 00 0
122586 00 00 0
122588 00 00 0
12258A 00 00 0
12258C 00 00 0
12258E 00 00 0
122590 00 00 0
122592 00 00 0
122594 00 00 0
122596 00 00 0
122598 00 00 0
12259A 00 00 0
12259C 00 00 0
12259E 00 00 0
1225A0 00 00 0
1225A2 00 00 0
1225A4 00 00 0
1225A6 00 00 0
1225A8 00 00 0
1225AA 00 00 0
1225AC 00 00 0
1225AE 00 00 0
1225B0 00 00 0
1225B2 00 00 0
1225B4 00 00 0
1225B6 00 00 0
1225B8 00 00 0
1225BA 00 00 0
1225BC 00 00 0
1225BE 00 00 0
1225C0 00 00 0
1225C2 00 00 0
1225C4 00 00 0
1225C6 00 00 0
1225C8 00 00 0
1225CA 00 00 0
1225CC 00 00 0
1225CE 00 00 0
1225D0 00 00 0
1225D2 00 00 0
1225D4 00 00 0
1225D6 00 00 0
1225D8 00 00 0
1225DA 00 00 0
1225DC 00 00 0
1225DE 00 00 0
1225E0 00 00 0
1225E2 00 00 0
1225E4 00 00 0
1225E6 00 00 0
1225E8 00 00 0
1225EA 00 00 0
1225EC 00 00 0
1225EE 00 00 0
1225F0 00 00 0
1225F2 00 00 0
1225F4 00 00 0
1225F6 00 00 0
1225F8 00 00 0
1225FA 00 00 0
1225FC 00 00 0
1225FE 00 00 0
122600 00 00 0
122602 00 00 0
122604 00 00 0
122606 00 00 0
122608 00 00 0
12260A 00 00 0
12260C 00 00 0
12260E 00 00 0
122610 00 00 0
122612 00 00 0
122614 00 00 0
122616 00 00 0
122618 00 00 0
12261A 00 00 0
12261C 00 00 0
12261E 00 00 0
122620 00 00 0
122622 00 00 0
122624 00 00 0
122626 00 00 0
122628 00 00 0
12262A 00 00 0
12262C 00 00 0
12262E 00 00 0
122630 00 00 0
122632 00 00 0
122634 00 00 0
122636 00 00 0
122638 00 00 0
12263A 00 00 0
12263C 00 00 0
12263E 00 00 0
122640 00 00 0
122642 00 00 0
122644 00 00 0
122646 00 00 0
122648 00 00 0
12264A 00 00 0
12264C 00 00 0
12264E 00 00 0
122650 00 00 0
122652 00 00 0
122654 00 00 0
122656 00 00 0
122658 00 00 0
12265A 00 00 0
12265C 00 00 0
12265E 00 00 0
122660 00 00 0
122662 00 00 0
122664 00 00 0
122666 00 00 0
122668 00 00 0
12266A 00 00 0
12266C 00 00 0
12266E 00 00 0
122670 00 00 0
122672 00 00 0
122674 00 00 0
122676 00 00 0
122678 00 00 0
12267A 00 00 0
12267C 00 00 0
12267E 00 00 0
122680 00 00 0
122682 00 00 0
122684 00 00 0
122686 00 00 0
122688 00 00 0
12268A 00 00 0
12268C 00 00 0
12268E 00 00 0
122690 00 00 0
122692 00 00 0
122694 00 00 0
122696 00 00 0
122698 00 00 0
12269A FF FF -1
12269C 80 01 -32767
12269E 00 12 18
1226A0 1E FA 7930
1226A2 00 01 1
1226A4 8E 7C -29060
1226A6 FF FF -1
1226A8 00 12 18
1226AA 00 00 0
1226AC 00 12 18
1226AE 1E FA 7930
1226B0 00 01 1
1226B2 00 7C 124
1226B4 00 12 18
1226B6 26 BE 9918
1226B8 00 01 1
1226BA 9A 8A -25974
1226BC 00 12 18
1226BE 01 12 274
1226C0 00 12 18
1226C2 26 CA 9930
1226C4 00 01 1
1226C6 9A 8A -25974
1226C8 01 7A 378
1226CA 00 12 18
1226CC 1E 80 7808
1226CE 00 12 18
1226D0 00 12 18
1226D2 26 DA 9946
1226D4 00 01 1
1226D6 9A 8A -25974
1226D8 00 98 152
1226DA 00 12 18
1226DC 01 80 384
1226DE 00 12 18
1226E0 26 E8 9960
1226E2 00 01 1
1226E4 9A 8A -25974
1226E6 01 12 274
1226E8 00 12 18
1226EA 40 6E 16494
1226EC 00 12 18
1226EE 40 70 16496
1226F0 00 05 5
1226F2 03 D0 976
1226F4 00 12 18
1226F6 00 98 152
1226F8 00 00 0
1226FA 00 00 0
1226FC 99 99 -26215
1226FE 99 9A -26214
122700 00 00 0
122702 00 02 2
122704 00 01 1
122706 15 72 5490
122708 00 12 18
12270A 40 F4 16628
12270C 00 00 0
12270E 00 00 0
122710 00 12 18
122712 0B E6 3046
122714 00 01 1
122716 01 8C 396
122718 00 12 18
12271A A7 58 -22696
12271C 00 12 18
12271E 49 36 18742
122720 00 04 4
122722 20 10 8208
122724 00 12 18
122726 12 50 4688
122728 00 12 18
12272A 00 00 0
12272C 00 00 0
12272E 00 05 5
122730 60 80 24704
122732 00 12 18
122734 27 32 10034
122736 00 12 18
122738 27 32 10034
12273A 00 00 0
12273C 00 00 0
12273E 00 00 0
122740 00 00 0
122742 01 00 256
122744 00 00 0
122746 4C 43 19523
122748 4B 30 19248
12274A 27 32 10034
12274C 00 12 18
12274E 00 00 0
122750 00 00 0
122752 00 12 18
122754 27 52 10066
122756 00 12 18
122758 27 52 10066
12275A 00 00 0
12275C 00 00 0
12275E 00 00 0
122760 00 00 0
122762 01 00 256
122764 00 00 0
122766 4C 43 19523
122768 4B 31 19249
12276A 27 52 10066
12276C 00 12 18
12276E 00 12 18
122770 27 32 10034
122772 00 12 18
122774 27 72 10098
122776 00 12 18
122778 27 72 10098
12277A 00 00 0
12277C 00 00 0
12277E 00 00 0
122780 00 00 0
122782 01 00 256
122784 00 00 0
122786 4C 43 19523
122788 4B 32 19250
12278A 27 72 10098
12278C 00 12 18
12278E 00 12 18
122790 27 52 10066
122792 00 12 18
122794 27 92 10130
122796 00 12 18
122798 27 92 10130
12279A 00 00 0
12279C 00 00 0
12279E 00 00 0
1227A0 00 00 0
1227A2 01 00 256
1227A4 00 00 0
1227A6 4C 43 19523
1227A8 4B 33 19251
1227AA 27 92 10130
1227AC 00 12 18
1227AE 00 12 18
1227B0 27 72 10098
1227B2 00 12 18
1227B4 27 B2 10162
1227B6 00 12 18
1227B8 27 B2 10162
1227BA 00 00 0
1227BC 00 00 0
1227BE 00 00 0
1227C0 00 00 0
1227C2 01 00 256
1227C4 00 00 0
1227C6 4C 43 19523
1227C8 4B 34 19252
1227CA 27 B2 10162
1227CC 00 12 18
1227CE 00 12 18
1227D0 27 92 10130
1227D2 00 12 18
1227D4 27 D2 10194
1227D6 00 12 18
1227D8 27 D2 10194
1227DA 00 00 0
1227DC 00 00 0
1227DE 00 00 0
1227E0 00 00 0
1227E2 01 00 256
1227E4 00 00 0
1227E6 4C 43 19523
1227E8 4B 35 19253
1227EA 27 D2 10194
1227EC 00 12 18
1227EE 00 12 18
1227F0 27 B2 10162
1227F2 00 12 18
1227F4 27 F2 10226
1227F6 00 12 18
1227F8 27 F2 10226
1227FA 00 00 0
1227FC 00 00 0
1227FE 00 00 0
122800 00 00 0
122802 01 00 256
122804 00 00 0
122806 4C 43 19523
122808 4B 36 19254
12280A 27 F2 10226
12280C 00 12 18
12280E 00 12 18
122810 27 D2 10194
122812 00 12 18
122814 28 12 10258
122816 00 12 18
122818 28 12 10258
12281A 00 00 0
12281C 00 00 0
12281E 00 00 0
122820 00 00 0
122822 01 00 256
122824 00 00 0
122826 4C 43 19523
122828 4B 37 19255
12282A 28 12 10258
12282C 00 12 18
12282E 00 12 18
122830 27 F2 10226
122832 00 12 18
122834 28 32 10290
122836 00 12 18
122838 28 32 10290
12283A 00 00 0
12283C 00 00 0
12283E 00 00 0
122840 00 00 0
122842 01 00 256
122844 00 00 0
122846 4C 43 19523
122848 4B 38 19256
12284A 28 32 10290
12284C 00 12 18
12284E 00 12 18
122850 28 12 10258
122852 00 12 18
122854 28 52 10322
122856 00 12 18
122858 28 52 10322
12285A 00 00 0
12285C 00 00 0
12285E 00 00 0
122860 00 00 0
122862 01 00 256
122864 00 00 0
122866 4C 43 19523
122868 4B 39 19257
12286A 28 52 10322
12286C 00 12 18
12286E 00 12 18
122870 28 32 10290
122872 00 12 18
122874 28 72 10354
122876 00 12 18
122878 28 72 10354
12287A 00 00 0
12287C 00 00 0
12287E 00 00 0
122880 00 00 0
122882 01 00 256
122884 00 00 0
122886 4C 43 19523
122888 4B 3A 19258
12288A 28 72 10354
12288C 00 12 18
12288E 00 12 18
122890 28 52 10322
122892 00 12 18
122894 28 92 10386
122896 00 12 18
122898 28 92 10386
12289A 00 00 0
12289C 00 00 0
12289E 00 00 0
1228A0 00 00 0
1228A2 01 00 256
1228A4 00 00 0
1228A6 4C 43 19523
1228A8 4B 3B 19259
1228AA 28 92 10386
1228AC 00 12 18
1228AE 00 12 18
1228B0 28 72 10354
1228B2 00 12 18
1228B4 28 B2 10418
1228B6 00 12 18
1228B8 28 B2 10418
1228BA 00 00 0
1228BC 00 00 0
1228BE 00 00 0
1228C0 00 00 0
1228C2 01 00 256
1228C4 00 00 0
1228C6 4C 43 19523
1228C8 4B 3C 19260
1228CA 28 B2 10418
1228CC 00 12 18
1228CE 00 12 18
1228D0 28 92 10386
1228D2 00 12 18
1228D4 28 D2 10450
1228D6 00 12 18
1228D8 28 D2 10450
1228DA 00 00 0
1228DC 00 00 0
1228DE 00 00 0
1228E0 00 00 0
1228E2 01 00 256
1228E4 00 00 0
1228E6 4C 43 19523
